timestamp,id_maquina,temperatura_c,pressao_psi,vibracao_mm_s
2025-06-12 02:03:32.567632,MCH_0033,54.53,25.35,1.33
2025-05-26 19:18:32.567632,MCH_0056,69.33,23.5,1.29
2025-05-02 12:18:32.567632,MCH_0001,86.18,20.73,1.0
2025-03-08 21:03:32.567632,MCH_0070,76.26,31.49,1.15
2025-04-25 20:18:32.567632,MCH_0046,80.84,27.69,0.72
2025-05-03 03:48:32.567632,MCH_0069,71.88,23.35,1.27
2025-03-19 12:48:32.567632,MCH_0052,80.36,32.46,0.89
2025-05-20 12:18:32.567632,MCH_0061,66.67,35.46,1.77
2025-05-07 18:48:32.567632,MCH_0066,74.75,32.23,1.57
2025-04-13 07:18:32.567632,MCH_0023,73.6,34.07,1.0
2025-03-09 09:18:32.567632,MCH_0091,77.28,21.6,1.36
2025-05-04 17:48:32.567632,MCH_0026,69.03,40.39,1.68
2025-03-09 12:03:32.567632,MCH_0061,68.24,28.55,1.17
2025-03-23 09:48:32.567632,MCH_0049,62.3,31.71,1.35
2025-04-10 06:03:32.567632,MCH_0093,75.49,28.53,1.37
2025-03-09 13:18:32.567632,MCH_0087,80.57,32.74,1.34
2025-03-01 14:48:32.567632,MCH_0086,88.7,33.56,0.97
2025-05-20 05:33:32.567632,MCH_0061,69.36,31.62,1.67
2025-03-05 18:18:32.567632,MCH_0003,67.06,33.66,1.49
2025-04-20 20:03:32.567632,MCH_0070,56.29,34.12,1.44
2025-04-01 10:33:32.567632,MCH_0092,83.24,34.87,1.53
2025-04-24 06:03:32.567632,MCH_0091,84.63,31.28,0.93
2025-05-30 00:33:32.567632,MCH_0026,75.32,24.77,1.3
2025-05-07 07:33:32.567632,MCH_0026,95.52,25.94,0.53
2025-05-04 23:18:32.567632,MCH_0071,59.73,25.68,0.89
2025-05-14 12:03:32.567632,MCH_0080,64.33,29.93,0.9
2025-03-23 13:03:32.567632,MCH_0063,65.85,24.59,1.6
2025-05-26 00:18:32.567632,MCH_0019,74.27,33.89,2.04
2025-03-31 17:48:32.567632,MCH_0034,85.43,28.2,0.95
2025-06-11 14:48:32.567632,MCH_0002,55.97,30.2,1.22
2025-03-29 10:18:32.567632,MCH_0099,83.05,28.65,1.23
2025-03-30 21:33:32.567632,MCH_0083,80.46,18.52,1.66
2025-03-01 13:33:32.567632,MCH_0002,54.04,24.2,1.58
2025-05-29 11:03:32.567632,MCH_0094,55.48,30.87,1.04
2025-05-17 18:48:32.567632,MCH_0037,71.43,25.3,1.32
2025-04-01 01:48:32.567632,MCH_0075,86.92,31.1,1.27
2025-04-11 01:03:32.567632,MCH_0056,88.02,30.1,1.02
2025-03-13 23:48:32.567632,MCH_0079,68.29,33.39,0.83
2025-04-22 16:03:32.567632,MCH_0001,74.88,43.41,1.12
2025-05-01 04:03:32.567632,MCH_0056,83.35,29.59,0.68
2025-03-23 21:18:32.567632,MCH_0047,76.88,29.69,1.11
2025-03-24 17:18:32.567632,MCH_0029,70.36,40.09,1.93
2025-05-19 20:03:32.567632,MCH_0052,74.8,25.45,0.84
2025-04-02 12:48:32.567632,MCH_0073,83.96,32.56,1.13
2025-05-18 21:48:32.567632,MCH_0085,74.93,34.81,0.4
2025-03-13 06:18:32.567632,MCH_0007,74.09,32.69,0.87
2025-04-27 10:18:32.567632,MCH_0080,73.89,41.94,0.86
2025-03-07 12:03:32.567632,MCH_0038,69.36,33.98,1.06
2025-03-02 22:18:32.567632,MCH_0053,69.12,36.89,1.74
2025-03-08 19:03:32.567632,MCH_0100,92.79,23.41,1.19
2025-06-11 01:33:32.567632,MCH_0004,82.15,26.86,1.32
2025-03-01 15:03:32.567632,MCH_0038,82.19,31.72,1.34
2025-04-16 18:18:32.567632,MCH_0014,83.19,29.1,1.36
2025-03-31 01:03:32.567632,MCH_0010,73.18,28.94,1.07
2025-05-01 23:33:32.567632,MCH_0093,80.6,30.1,1.19
2025-03-16 21:33:32.567632,MCH_0011,76.53,31.05,1.57
2025-06-02 05:48:32.567632,MCH_0026,76.85,35.06,1.09
2025-06-10 00:03:32.567632,MCH_0004,88.86,28.17,1.19
2025-03-15 00:03:32.567632,MCH_0060,66.4,35.51,1.35
2025-05-21 18:03:32.567632,MCH_0041,60.19,30.6,1.23
2025-04-15 15:18:32.567632,MCH_0006,87.66,34.13,1.44
2025-06-04 07:33:32.567632,MCH_0043,67.88,37.87,2.09
2025-06-11 10:18:32.567632,MCH_0060,79.28,30.9,1.42
2025-03-31 16:33:32.567632,MCH_0085,74.55,23.79,1.25
2025-05-26 12:03:32.567632,MCH_0006,82.99,34.94,0.87
2025-03-11 17:03:32.567632,MCH_0045,89.51,40.61,0.67
2025-05-30 05:03:32.567632,MCH_0009,72.47,34.98,1.14
2025-03-08 09:48:32.567632,MCH_0016,87.92,30.82,1.75
2025-05-15 04:03:32.567632,MCH_0073,69.1,29.04,1.44
2025-03-11 08:48:32.567632,MCH_0080,69.98,36.02,1.25
2025-04-07 11:33:32.567632,MCH_0078,92.07,37.61,1.68
2025-04-23 18:48:32.567632,MCH_0041,89.46,23.96,1.46
2025-05-30 04:03:32.567632,MCH_0058,77.39,26.09,1.49
2025-05-20 11:18:32.567632,MCH_0061,98.65,28.41,0.82
2025-06-08 21:03:32.567632,MCH_0097,84.24,26.66,1.05
2025-03-20 17:03:32.567632,MCH_0036,58.69,31.32,1.5
2025-05-26 14:48:32.567632,MCH_0010,80.56,37.21,1.47
2025-03-01 11:33:32.567632,MCH_0074,91.87,27.92,0.99
2025-03-20 21:48:32.567632,MCH_0082,67.73,35.84,1.48
2025-03-07 11:18:32.567632,MCH_0058,52.83,26.64,0.77
2025-05-21 14:03:32.567632,MCH_0043,85.87,22.91,1.46
2025-04-22 13:18:32.567632,MCH_0026,79.77,22.87,1.51
2025-04-16 12:03:32.567632,MCH_0003,80.71,26.26,1.11
2025-05-01 18:18:32.567632,MCH_0038,78.69,24.45,1.67
2025-04-12 02:18:32.567632,MCH_0060,80.96,25.85,1.21
2025-03-21 00:18:32.567632,MCH_0057,78.09,36.59,1.47
2025-05-04 19:03:32.567632,MCH_0070,63.54,30.35,1.37
2025-04-14 22:03:32.567632,MCH_0058,68.23,28.16,1.33
2025-06-07 01:03:32.567632,MCH_0043,75.73,28.03,1.31
2025-04-11 18:18:32.567632,MCH_0090,70.61,29.32,1.63
2025-04-20 20:18:32.567632,MCH_0082,74.16,26.52,1.45
2025-03-29 23:03:32.567632,MCH_0038,83.45,30.08,1.14
2025-04-12 02:33:32.567632,MCH_0095,61.89,28.65,0.91
2025-05-24 17:03:32.567632,MCH_0037,78.53,34.07,1.54
2025-03-03 16:33:32.567632,MCH_0078,84.67,22.48,1.27
2025-04-27 05:33:32.567632,MCH_0086,64.58,31.67,1.39
2025-04-22 07:18:32.567632,MCH_0079,73.54,36.26,1.53
2025-05-13 19:03:32.567632,MCH_0077,76.18,36.7,1.25
2025-04-01 20:03:32.567632,MCH_0036,62.54,27.91,1.0
2025-06-11 23:48:32.567632,MCH_0085,64.63,28.27,0.81
2025-04-16 11:18:32.567632,MCH_0016,62.88,19.24,2.01
2025-05-09 22:33:32.567632,MCH_0008,56.92,37.38,1.17
2025-04-24 16:48:32.567632,MCH_0024,85.84,34.15,1.21
2025-04-07 21:48:32.567632,MCH_0026,86.51,30.26,1.61
2025-04-24 01:18:32.567632,MCH_0039,90.53,36.61,1.66
2025-05-27 16:48:32.567632,MCH_0023,65.66,32.69,1.06
2025-04-02 18:03:32.567632,MCH_0089,75.36,21.19,1.42
2025-05-21 21:18:32.567632,MCH_0098,76.93,26.73,1.62
2025-03-23 06:48:32.567632,MCH_0038,74.14,27.2,1.12
2025-05-02 07:03:32.567632,MCH_0008,74.16,28.62,1.34
2025-04-20 05:48:32.567632,MCH_0060,69.62,21.71,0.71
2025-03-22 15:33:32.567632,MCH_0063,67.81,33.43,0.61
2025-06-04 20:33:32.567632,MCH_0090,85.45,22.48,0.9
2025-05-08 00:03:32.567632,MCH_0042,87.48,30.91,1.1
2025-03-31 07:33:32.567632,MCH_0097,77.01,35.44,1.48
2025-05-14 07:33:32.567632,MCH_0043,83.21,31.81,1.46
2025-03-01 02:33:32.567632,MCH_0022,77.04,32.63,1.12
2025-05-30 10:33:32.567632,MCH_0029,74.1,24.21,1.59
2025-05-16 10:33:32.567632,MCH_0096,74.08,33.29,1.8
2025-03-23 09:48:32.567632,MCH_0061,67.5,36.54,1.1
2025-03-01 14:48:32.567632,MCH_0066,72.25,28.58,1.45
2025-06-06 01:18:32.567632,MCH_0098,93.79,23.36,1.37
2025-04-06 22:03:32.567632,MCH_0043,110.19,21.49,1.33
2025-03-08 12:03:32.567632,MCH_0066,82.71,35.17,0.38
2025-04-04 00:18:32.567632,MCH_0023,93.88,28.14,1.59
2025-05-12 01:03:32.567632,MCH_0012,75.76,31.2,1.77
2025-06-01 15:48:32.567632,MCH_0015,67.42,29.85,0.88
2025-03-24 10:03:32.567632,MCH_0044,75.94,25.98,1.55
2025-06-12 20:18:32.567632,MCH_0066,72.76,36.02,1.23
2025-05-08 08:48:32.567632,MCH_0066,75.19,31.51,1.39
2025-04-10 03:48:32.567632,MCH_0027,71.74,30.0,1.15
2025-05-13 01:48:32.567632,MCH_0061,84.81,33.91,1.06
2025-04-26 01:48:32.567632,MCH_0046,67.58,28.58,1.63
2025-05-01 00:33:32.567632,MCH_0030,61.79,20.37,0.98
2025-05-31 09:18:32.567632,MCH_0046,57.09,35.62,1.42
2025-04-03 03:18:32.567632,MCH_0093,91.93,28.07,1.02
2025-04-04 08:48:32.567632,MCH_0083,72.76,30.11,1.48
2025-03-11 05:18:32.567632,MCH_0055,69.41,29.41,1.5
2025-05-08 04:18:32.567632,MCH_0084,76.78,40.27,1.33
2025-03-29 23:33:32.567632,MCH_0022,81.75,31.46,1.33
2025-03-14 17:03:32.567632,MCH_0013,71.65,38.28,1.11
2025-03-13 20:03:32.567632,MCH_0074,93.4,27.83,1.15
2025-03-13 12:03:32.567632,MCH_0089,68.1,30.94,1.45
2025-04-25 08:48:32.567632,MCH_0021,45.96,27.99,1.3
2025-05-14 02:18:32.567632,MCH_0070,67.24,35.12,1.26
2025-03-24 07:33:32.567632,MCH_0011,59.62,32.35,1.16
2025-06-11 01:33:32.567632,MCH_0079,84.14,26.9,1.14
2025-03-29 19:48:32.567632,MCH_0066,61.25,21.92,0.55
2025-05-07 19:33:32.567632,MCH_0074,77.67,27.41,1.05
2025-05-03 13:18:32.567632,MCH_0084,87.88,29.0,1.06
2025-03-24 05:03:32.567632,MCH_0085,71.71,23.13,1.45
2025-03-21 16:48:32.567632,MCH_0095,84.23,27.12,1.06
2025-05-16 10:03:32.567632,MCH_0070,57.71,29.99,1.33
2025-03-20 04:48:32.567632,MCH_0033,86.02,27.43,0.83
2025-05-04 04:03:32.567632,MCH_0076,84.07,26.34,0.68
2025-06-10 21:48:32.567632,MCH_0076,72.3,23.3,1.84
2025-04-28 03:48:32.567632,MCH_0024,84.88,30.43,1.52
2025-03-04 01:03:32.567632,MCH_0008,75.55,25.33,1.06
2025-04-18 18:33:32.567632,MCH_0094,68.54,38.65,0.86
2025-05-30 08:33:32.567632,MCH_0062,69.83,35.94,0.53
2025-04-20 17:03:32.567632,MCH_0089,74.83,23.58,1.05
2025-05-25 02:33:32.567632,MCH_0085,78.25,29.48,0.7
2025-06-03 10:03:32.567632,MCH_0050,70.42,33.81,1.32
2025-05-07 19:33:32.567632,MCH_0061,66.07,36.3,0.87
2025-03-14 22:33:32.567632,MCH_0011,61.32,29.45,1.38
2025-04-21 09:48:32.567632,MCH_0029,79.98,37.5,1.44
2025-04-16 04:03:32.567632,MCH_0045,74.87,38.41,1.41
2025-06-01 10:48:32.567632,MCH_0093,67.09,22.5,0.68
2025-05-23 15:18:32.567632,MCH_0097,82.71,26.04,0.87
2025-04-17 03:48:32.567632,MCH_0030,55.63,28.95,1.28
2025-03-21 03:18:32.567632,MCH_0071,68.5,31.33,0.92
2025-04-03 08:48:32.567632,MCH_0026,84.21,25.61,1.19
2025-05-26 22:03:32.567632,MCH_0071,67.23,34.0,1.46
2025-04-15 09:03:32.567632,MCH_0076,64.79,23.86,1.2
2025-04-03 07:33:32.567632,MCH_0070,74.53,25.39,1.55
2025-03-26 12:18:32.567632,MCH_0029,77.68,31.26,0.66
2025-05-03 05:03:32.567632,MCH_0051,63.24,26.81,0.96
2025-05-10 23:33:32.567632,MCH_0085,83.7,27.73,1.31
2025-05-28 09:33:32.567632,MCH_0002,71.15,27.39,0.87
2025-04-27 12:48:32.567632,MCH_0019,89.26,26.85,1.38
2025-05-07 14:03:32.567632,MCH_0042,71.05,31.6,1.25
2025-05-27 08:48:32.567632,MCH_0024,78.13,31.91,1.33
2025-03-04 10:33:32.567632,MCH_0018,83.69,24.0,0.92
2025-03-24 15:48:32.567632,MCH_0066,76.56,27.08,1.03
2025-03-28 17:18:32.567632,MCH_0069,59.65,35.06,1.46
2025-05-22 16:48:32.567632,MCH_0056,53.44,24.76,1.18
2025-04-21 06:48:32.567632,MCH_0022,53.02,28.03,1.4
2025-03-11 04:33:32.567632,MCH_0027,81.63,34.22,1.19
2025-04-04 16:03:32.567632,MCH_0041,97.96,20.52,1.21
2025-05-22 10:33:32.567632,MCH_0077,64.53,36.25,1.35
2025-03-09 00:33:32.567632,MCH_0055,82.29,30.77,1.13
2025-05-03 21:03:32.567632,MCH_0022,86.55,34.58,1.29
2025-04-20 00:18:32.567632,MCH_0046,92.23,30.56,1.07
2025-04-15 18:18:32.567632,MCH_0006,73.07,31.19,1.15
2025-05-10 18:48:32.567632,MCH_0059,66.28,32.98,1.46
2025-06-05 22:03:32.567632,MCH_0095,69.06,30.61,1.02
2025-03-07 07:48:32.567632,MCH_0022,73.39,29.77,0.87
2025-03-24 06:33:32.567632,MCH_0022,84.75,29.84,0.73
2025-04-19 02:48:32.567632,MCH_0076,76.6,24.99,0.75
2025-06-01 07:03:32.567632,MCH_0030,91.89,37.5,1.52
2025-03-28 15:48:32.567632,MCH_0082,61.96,27.93,1.06
2025-05-29 04:48:32.567632,MCH_0088,73.79,21.71,1.29
2025-04-26 10:48:32.567632,MCH_0097,93.64,26.49,1.14
2025-03-29 14:48:32.567632,MCH_0035,75.6,28.61,1.17
2025-04-10 12:18:32.567632,MCH_0057,72.39,34.74,1.74
2025-05-09 18:03:32.567632,MCH_0062,84.75,33.56,1.46
2025-05-28 08:03:32.567632,MCH_0025,68.26,36.19,1.86
2025-04-21 09:33:32.567632,MCH_0091,85.9,27.81,1.17
2025-05-29 02:48:32.567632,MCH_0031,62.22,22.73,1.26
2025-03-01 09:48:32.567632,MCH_0028,73.9,29.19,1.33
2025-05-03 05:33:32.567632,MCH_0087,83.25,29.82,1.25
2025-05-14 09:48:32.567632,MCH_0050,67.84,32.63,0.64
2025-03-16 11:48:32.567632,MCH_0074,79.51,28.47,1.27
2025-06-05 22:48:32.567632,MCH_0041,65.28,33.98,1.74
2025-05-28 09:48:32.567632,MCH_0065,73.32,26.88,0.92
2025-05-14 05:33:32.567632,MCH_0064,94.4,41.29,0.98
2025-03-22 07:18:32.567632,MCH_0081,93.26,33.39,1.4
2025-04-24 20:03:32.567632,MCH_0079,72.06,24.14,1.16
2025-04-22 02:33:32.567632,MCH_0029,74.9,30.0,0.96
2025-04-29 21:03:32.567632,MCH_0014,75.28,20.93,0.8
2025-05-13 09:18:32.567632,MCH_0078,78.53,28.31,1.38
2025-05-05 06:18:32.567632,MCH_0017,88.71,25.95,1.41
2025-03-10 16:03:32.567632,MCH_0027,77.21,26.94,1.31
2025-06-11 16:48:32.567632,MCH_0027,79.42,34.57,0.89
2025-06-01 04:18:32.567632,MCH_0071,81.72,22.74,1.36
2025-03-27 08:18:32.567632,MCH_0018,84.49,29.66,0.66
2025-05-17 03:33:32.567632,MCH_0066,77.75,38.15,0.97
2025-03-08 20:03:32.567632,MCH_0051,69.72,23.77,1.41
2025-05-17 08:33:32.567632,MCH_0025,72.96,30.77,1.37
2025-05-05 03:48:32.567632,MCH_0088,75.36,34.01,1.08
2025-05-23 23:48:32.567632,MCH_0051,68.61,33.79,0.89
2025-05-07 03:03:32.567632,MCH_0060,66.79,25.04,1.05
2025-05-21 17:18:32.567632,MCH_0061,80.97,22.93,1.23
2025-03-23 18:18:32.567632,MCH_0063,97.15,32.8,1.04
2025-03-18 00:03:32.567632,MCH_0053,83.4,40.58,1.72
2025-05-30 00:33:32.567632,MCH_0024,78.64,32.65,0.85
2025-03-05 14:18:32.567632,MCH_0070,76.56,24.65,0.62
2025-06-10 00:18:32.567632,MCH_0081,65.7,38.94,1.12
2025-05-02 14:33:32.567632,MCH_0029,64.57,27.1,0.94
2025-03-14 20:18:32.567632,MCH_0031,91.5,32.54,1.44
2025-05-04 02:18:32.567632,MCH_0076,104.0,21.53,0.92
2025-04-26 13:18:32.567632,MCH_0047,91.83,33.69,1.45
2025-04-22 18:33:32.567632,MCH_0022,78.31,31.14,1.02
2025-04-12 23:03:32.567632,MCH_0068,77.71,30.2,0.97
2025-03-10 08:33:32.567632,MCH_0073,74.27,36.43,1.18
2025-03-02 23:18:32.567632,MCH_0085,69.67,25.28,1.18
2025-04-11 10:33:32.567632,MCH_0088,64.06,28.61,1.45
2025-05-10 13:18:32.567632,MCH_0021,77.73,32.26,1.23
2025-04-23 11:03:32.567632,MCH_0040,81.96,33.09,0.81
2025-03-21 11:33:32.567632,MCH_0083,65.76,32.91,1.04
2025-03-23 13:48:32.567632,MCH_0023,85.05,28.59,1.24
2025-05-14 10:03:32.567632,MCH_0056,71.29,29.71,1.03
2025-03-05 16:18:32.567632,MCH_0002,69.04,28.36,1.38
2025-03-18 12:48:32.567632,MCH_0011,85.98,35.35,0.94
2025-05-15 08:33:32.567632,MCH_0021,79.98,23.92,1.79
2025-03-19 19:03:32.567632,MCH_0003,65.32,31.22,0.87
2025-04-19 07:48:32.567632,MCH_0083,69.37,27.11,1.23
2025-04-04 18:18:32.567632,MCH_0008,98.29,29.11,1.35
2025-05-02 03:03:32.567632,MCH_0030,74.46,26.95,1.21
2025-05-09 11:18:32.567632,MCH_0074,56.97,27.89,1.1
2025-04-13 12:03:32.567632,MCH_0054,67.28,29.49,1.03
2025-04-04 23:03:32.567632,MCH_0005,77.9,36.14,0.88
2025-04-12 09:48:32.567632,MCH_0070,83.14,34.39,1.13
2025-05-07 15:33:32.567632,MCH_0037,61.19,37.93,0.93
2025-03-03 12:33:32.567632,MCH_0037,84.24,29.67,1.6
2025-05-20 14:48:32.567632,MCH_0055,71.11,32.0,1.12
2025-04-17 12:18:32.567632,MCH_0054,69.09,28.12,1.14
2025-04-20 10:48:32.567632,MCH_0060,80.92,36.03,1.71
2025-03-05 09:03:32.567632,MCH_0081,90.59,21.5,1.06
2025-05-10 22:48:32.567632,MCH_0023,74.2,28.86,1.26
2025-04-17 20:03:32.567632,MCH_0033,78.06,19.89,1.46
2025-05-19 04:48:32.567632,MCH_0022,79.38,32.67,0.69
2025-04-25 07:33:32.567632,MCH_0087,79.16,27.69,1.64
2025-03-11 17:18:32.567632,MCH_0056,77.39,36.59,0.9
2025-04-17 17:18:32.567632,MCH_0067,73.64,29.08,1.19
2025-05-15 09:48:32.567632,MCH_0069,62.14,32.58,1.06
2025-03-13 00:03:32.567632,MCH_0065,74.32,33.08,1.18
2025-05-16 18:33:32.567632,MCH_0092,74.95,31.14,1.38
2025-04-05 06:33:32.567632,MCH_0060,69.05,34.31,1.31
2025-04-22 17:48:32.567632,MCH_0087,87.64,30.64,0.95
2025-03-24 14:33:32.567632,MCH_0014,76.2,34.9,1.71
2025-05-22 09:48:32.567632,MCH_0087,81.91,34.3,1.41
2025-03-03 04:18:32.567632,MCH_0067,90.63,22.54,1.72
2025-05-04 02:33:32.567632,MCH_0053,79.78,25.79,0.79
2025-04-10 09:33:32.567632,MCH_0053,69.38,37.54,1.34
2025-06-06 15:48:32.567632,MCH_0096,73.34,34.22,0.89
2025-06-12 05:33:32.567632,MCH_0013,87.3,22.36,1.32
2025-03-15 17:18:32.567632,MCH_0044,69.26,27.44,1.57
2025-04-20 15:03:32.567632,MCH_0034,96.06,27.96,1.57
2025-06-08 09:18:32.567632,MCH_0076,72.96,34.98,1.63
2025-05-01 22:48:32.567632,MCH_0014,83.81,31.11,1.15
2025-04-11 17:18:32.567632,MCH_0011,72.71,32.17,1.31
2025-05-02 00:48:32.567632,MCH_0055,76.26,30.98,0.72
2025-03-29 12:03:32.567632,MCH_0095,80.3,37.1,1.49
2025-05-29 14:48:32.567632,MCH_0023,76.11,28.59,1.11
2025-05-04 06:18:32.567632,MCH_0010,93.67,29.64,1.44
2025-03-08 19:33:32.567632,MCH_0073,71.91,29.2,1.05
2025-04-28 14:33:32.567632,MCH_0068,74.62,27.25,1.33
2025-04-27 13:18:32.567632,MCH_0096,93.71,36.33,1.09
2025-03-04 06:18:32.567632,MCH_0029,63.98,22.97,1.43
2025-06-11 05:03:32.567632,MCH_0077,56.07,28.32,1.13
2025-05-29 13:18:32.567632,MCH_0065,60.68,30.41,1.32
2025-03-03 11:48:32.567632,MCH_0059,77.66,24.94,1.01
2025-03-16 13:18:32.567632,MCH_0067,81.13,32.84,1.44
2025-05-14 00:33:32.567632,MCH_0060,81.45,22.44,1.7
2025-04-12 03:33:32.567632,MCH_0082,80.58,20.59,1.18
2025-05-12 23:33:32.567632,MCH_0074,70.73,27.34,1.02
2025-03-26 04:18:32.567632,MCH_0087,72.93,32.12,0.98
2025-04-27 23:03:32.567632,MCH_0060,89.03,34.62,0.81
2025-04-18 06:33:32.567632,MCH_0030,66.88,29.15,1.44
2025-06-01 10:48:32.567632,MCH_0018,69.33,33.8,0.99
2025-05-22 05:33:32.567632,MCH_0055,108.0,37.31,0.91
2025-05-28 07:33:32.567632,MCH_0084,78.64,30.62,1.08
2025-04-02 20:18:32.567632,MCH_0034,76.79,23.83,1.6
2025-06-06 01:48:32.567632,MCH_0092,80.22,31.75,1.42
2025-05-11 09:33:32.567632,MCH_0093,72.59,27.78,1.1
2025-06-02 05:48:32.567632,MCH_0025,74.18,35.07,0.9
2025-03-03 11:33:32.567632,MCH_0020,63.19,26.82,1.01
2025-04-10 02:33:32.567632,MCH_0074,69.27,41.32,1.85
2025-03-22 04:48:32.567632,MCH_0057,61.77,36.71,1.39
2025-04-01 03:33:32.567632,MCH_0046,64.4,28.55,1.27
2025-03-01 14:18:32.567632,MCH_0002,70.44,35.58,1.39
2025-03-04 08:03:32.567632,MCH_0007,66.69,28.48,0.82
2025-05-18 00:18:32.567632,MCH_0099,87.26,32.41,1.18
2025-03-04 15:03:32.567632,MCH_0020,79.17,23.83,1.28
2025-06-09 07:48:32.567632,MCH_0022,62.59,34.76,1.22
2025-04-25 02:18:32.567632,MCH_0058,61.78,39.84,1.19
2025-05-03 09:18:32.567632,MCH_0035,62.23,26.05,1.69
2025-05-20 20:48:32.567632,MCH_0004,60.84,31.61,1.42
2025-05-29 20:48:32.567632,MCH_0010,73.27,21.72,0.88
2025-05-16 08:33:32.567632,MCH_0059,87.51,30.58,0.99
2025-04-08 03:33:32.567632,MCH_0057,74.65,24.64,1.28
2025-04-26 22:33:32.567632,MCH_0001,69.95,36.63,1.39
2025-03-24 18:18:32.567632,MCH_0003,87.98,23.44,1.4
2025-05-22 09:33:32.567632,MCH_0052,64.86,34.41,1.26
2025-03-28 02:18:32.567632,MCH_0060,75.14,33.45,1.03
2025-06-01 22:18:32.567632,MCH_0047,88.81,31.47,1.36
2025-04-25 11:33:32.567632,MCH_0026,68.84,25.26,1.14
2025-03-21 18:03:32.567632,MCH_0090,67.52,28.16,1.41
2025-03-30 22:03:32.567632,MCH_0018,59.58,31.59,0.98
2025-03-14 08:33:32.567632,MCH_0067,70.08,30.79,1.27
2025-04-10 19:18:32.567632,MCH_0039,55.65,30.23,0.69
2025-03-09 13:03:32.567632,MCH_0032,62.38,40.51,0.97
2025-05-09 00:48:32.567632,MCH_0016,73.1,34.83,1.52
2025-05-03 15:03:32.567632,MCH_0068,83.4,32.93,1.31
2025-05-13 03:48:32.567632,MCH_0030,83.37,33.15,1.46
2025-03-20 20:03:32.567632,MCH_0024,75.89,34.11,0.94
2025-04-11 03:03:32.567632,MCH_0032,67.68,25.43,1.8
2025-04-29 00:48:32.567632,MCH_0056,71.41,25.74,0.86
2025-03-15 00:48:32.567632,MCH_0057,71.27,29.07,1.3
2025-03-18 10:48:32.567632,MCH_0059,81.33,20.15,1.32
2025-04-20 12:18:32.567632,MCH_0034,72.75,22.77,1.01
2025-05-25 15:33:32.567632,MCH_0058,79.03,23.71,1.06
2025-04-26 08:18:32.567632,MCH_0038,66.22,35.47,1.62
2025-06-02 07:03:32.567632,MCH_0001,96.54,23.39,1.48
2025-05-13 21:33:32.567632,MCH_0060,77.82,35.19,1.23
2025-03-23 21:03:32.567632,MCH_0099,70.52,38.58,1.61
2025-03-31 19:33:32.567632,MCH_0049,73.85,21.71,1.27
2025-05-20 17:03:32.567632,MCH_0075,78.55,31.36,1.59
2025-05-06 23:48:32.567632,MCH_0003,75.2,31.71,1.6
2025-03-15 16:03:32.567632,MCH_0045,73.77,31.62,0.75
2025-06-09 21:48:32.567632,MCH_0075,95.62,27.18,1.42
2025-03-06 10:03:32.567632,MCH_0090,72.51,35.3,1.37
2025-06-05 05:18:32.567632,MCH_0051,82.12,34.03,0.81
2025-05-05 06:18:32.567632,MCH_0099,72.27,29.44,0.95
2025-06-09 17:48:32.567632,MCH_0087,64.99,33.76,0.73
2025-05-11 00:48:32.567632,MCH_0097,95.06,33.31,0.94
2025-03-06 18:48:32.567632,MCH_0029,86.41,30.29,1.64
2025-06-02 21:03:32.567632,MCH_0041,71.78,36.08,1.63
2025-03-10 02:18:32.567632,MCH_0009,82.06,22.44,1.73
2025-05-18 04:33:32.567632,MCH_0031,79.2,25.32,1.31
2025-03-12 13:33:32.567632,MCH_0039,78.67,34.3,1.03
2025-05-09 09:03:32.567632,MCH_0055,66.77,35.06,1.35
2025-04-23 15:03:32.567632,MCH_0016,77.18,29.7,1.4
2025-05-01 16:18:32.567632,MCH_0003,82.53,30.34,0.94
2025-03-21 10:33:32.567632,MCH_0081,74.64,31.3,1.25
2025-05-01 23:18:32.567632,MCH_0057,68.68,31.87,1.16
2025-04-23 15:03:32.567632,MCH_0046,75.61,32.96,1.14
2025-05-14 12:03:32.567632,MCH_0067,54.16,23.59,0.89
2025-03-03 09:48:32.567632,MCH_0066,74.52,32.62,1.07
2025-04-21 07:18:32.567632,MCH_0044,65.09,34.58,1.8
2025-03-08 23:48:32.567632,MCH_0003,78.77,33.0,0.98
2025-06-07 19:48:32.567632,MCH_0084,67.67,32.12,1.0
2025-04-18 04:33:32.567632,MCH_0086,78.59,18.52,1.2
2025-03-28 21:18:32.567632,MCH_0028,81.6,18.47,1.13
2025-05-07 03:18:32.567632,MCH_0054,83.29,27.12,0.9
2025-03-22 18:18:32.567632,MCH_0048,76.67,36.21,1.44
2025-06-09 12:48:32.567632,MCH_0024,80.6,33.19,0.82
2025-06-11 02:48:32.567632,MCH_0032,78.33,24.27,1.5
2025-03-27 15:33:32.567632,MCH_0013,70.78,30.17,0.61
2025-03-08 18:03:32.567632,MCH_0026,67.19,22.26,1.5
2025-03-14 17:03:32.567632,MCH_0041,81.38,28.34,0.78
2025-06-08 16:03:32.567632,MCH_0088,75.52,30.58,1.25
2025-04-29 08:48:32.567632,MCH_0036,69.83,29.36,1.41
2025-06-08 14:03:32.567632,MCH_0079,75.68,25.67,1.17
2025-05-05 18:48:32.567632,MCH_0004,89.1,35.1,0.78
2025-03-09 05:03:32.567632,MCH_0004,84.42,15.11,1.06
2025-06-10 08:03:32.567632,MCH_0004,86.67,34.29,1.18
2025-06-04 14:18:32.567632,MCH_0034,57.5,32.59,1.97
